tip_id,H1_002N,P1_001N,P3_001N,min_perc,lt_2x_pov_perc,hh_0veh_perc,low_inc_hh_perc,lep_perc,u18_perc,p75_perc,disab_perc,workers16p_perc,min_num,lt_2x_pov_num,hh_0veh_num,low_inc_hh_num,lep_num,u18_num,p75_num,disab_num,workers16p_num
609211,2451.9410709395383,5482.215181904736,4448.42203309512,0.34,0.31,0.13,0.38,0.08,0.16,0.1,0.16,0.57,1863.9531618476103,1699.486706390468,318.75233922214,931.7376069570246,438.57721455237885,877.1544291047577,548.2215181904736,877.1544291047577,2535.6005588642183
609246,11714.987082308866,37210.16350239657,26860.59499714093,0.76,0.4,0.21,0.43,0.33,0.27,0.03,0.12,0.65,28279.724261821393,14884.065400958629,2460.1472872848617,5037.444445392813,12279.35395579087,10046.744145647075,1116.304905071897,4465.219620287588,17459.386748141605
609252,9051.997654821258,26654.59673404703,19729.884886064567,0.74,0.42,0.28,0.48,0.32,0.26,0.05,0.13,0.64,19724.4015831948,11194.930628299753,2534.5593433499525,4344.958874314204,8529.47095489505,6930.195150852228,1332.7298367023516,3465.097575426114,12627.126327081323
609253,250.91145143712689,720.528729581046,573.9656575840603,0.12,0.09,0.04,0.11,0.02,0.22,0.12,0.11,0.65,86.46344754972552,64.84758566229414,10.036458057485076,27.600259658083957,14.410574591620922,158.51632050783013,86.46344754972552,79.25816025391507,373.0776774296392
609257,534.7165520516231,1330.311330495235,1074.1725297801213,0.65,0.37,0.31,0.37,0.43,0.15,0.02,0.07,0.71,864.7023648219028,492.215192283237,165.76213113600318,197.84512425910054,572.033872112951,199.54669957428527,26.606226609904702,93.12179313466646,762.6624961438861
609437,5031.571280349869,11617.393408784666,9466.011237446031,0.36,0.33,0.15,0.37,0.12,0.19,0.06,0.12,0.65,4182.26162716248,3833.7398248989402,754.7356920524803,1861.6813737294515,1394.08720905416,2207.3047476690867,697.04360452708,1394.08720905416,6152.90730433992
610544,1321.0409114997672,2648.706269249971,2358.2513504865774,0.13,0.15,0.27,0.36,0.04,0.09,0.31,0.22,0.52,344.3318150024962,397.3059403874956,356.68104610493714,475.57472813991615,105.94825076999884,238.38356423249735,821.0989434674909,582.7153792349935,1226.2907022530203
610545,3797.6049325823105,8386.859037993663,6958.919693487295,0.15,0.12,0.03,0.23,0.06,0.18,0.07,0.11,0.67,1258.0288556990495,1006.4230845592396,113.92814797746931,873.4491344939314,503.2115422796198,1509.6346268388593,587.0801326595565,922.554494179303,4662.476194636488
610662,2163.0706773448755,5068.118707425554,4208.4388876665935,0.29,0.14,0.14,0.29,0.09,0.18,0.08,0.11,0.66,1469.7544251534105,709.5366190395777,302.8298948282826,627.2904964300138,456.13068366829987,912.2613673365997,405.4494965940443,557.493057816811,2777.569665859952
610666,2957.5836918122313,7848.531287227771,6044.046068055956,0.13,0.08,0.04,0.15,0.04,0.25,0.05,0.09,0.67,1020.3090673396102,627.8825029782217,118.30334767248925,443.6375537718347,313.94125148911087,1962.1328218069427,392.42656436138856,706.3678158504994,4049.510865597491
610671,298.72925675464995,698.5204742099955,546.6223114506164,0.08,0.1,0.05,0.23,0.01,0.26,0.09,0.07,0.62,55.88163793679964,69.85204742099955,14.936462837732499,68.7077290535695,6.985204742099955,181.61532329459885,62.866842678899594,48.89643319469969,338.90583309938216
610932,11227.707049049151,24946.22967602825,20825.93055867652,0.36,0.22,0.34,0.27,0.1,0.16,0.08,0.08,0.68,8980.64268337017,5488.170528726216,3817.420396676712,3031.4809032432713,2494.622967602825,3991.3967481645204,1995.6983740822602,1995.6983740822602,14161.632779900034
611975,831.8340556503836,1799.3705138763771,1500.2446879233282,0.11,0.17,0.08,0.34,0.04,0.19,0.09,0.1,0.65,197.9307565264015,305.89298735898416,66.54672445203069,282.82357892113043,71.97482055505509,341.88039763651165,161.94334624887392,179.93705138763772,975.1590471501634
611983,5084.41466402438,15658.27685174564,11667.962975016851,0.84,0.46,0.34,0.45,0.46,0.29,0.04,0.12,0.67,13152.952555466338,7202.807351802995,1728.7009857682892,2287.986598810971,7202.807351802995,4540.900287006236,626.3310740698256,1878.9932222094767,7817.535193261291
Acton,323.31537573126445,877.8413654814419,687.5057816450491,0.36,0.14,0.01,0.22,0.08,0.23,0.04,0.08,0.66,316.0228915733191,122.89779116740188,3.2331537573126448,71.12938266087818,70.22730923851536,201.90351406073165,35.11365461925768,70.22730923851536,453.7538158857324
Belmont,1036.4227796107664,2798.2570231560835,2107.6577281233967,0.23,0.07,0.04,0.14,0.06,0.27,0.07,0.07,0.68,643.5991153258992,195.87799162092585,41.45691118443066,145.0991891455073,167.895421389365,755.5293962521426,195.87799162092585,195.87799162092585,1433.2072551239098
Cambridge,20255.065152812535,50348.2413388608,44865.29229260726,0.46,0.22,0.34,0.27,0.08,0.11,0.04,0.07,0.67,23160.191015875967,11076.613094549375,6886.722151956263,5468.867591259384,4027.859307108864,5538.3065472746875,2013.929653554432,3524.3768937202562,30059.745836046863
Medford-Malden,5809.155361453959,14127.695357885856,12243.081144912949,0.48,0.29,0.14,0.29,0.18,0.15,0.04,0.09,0.71,6781.29377178521,4097.031653786898,813.2817506035543,1684.655054821648,2542.985164419454,2119.1543036828784,565.1078143154342,1271.492582209727,8692.587612888194
S12114,14216.219577588208,37881.12249494945,30037.365845675835,0.75,0.3,0.23,0.36,0.15,0.22,0.06,0.16,0.62,28410.841871212087,11364.336748484835,3269.730502845288,5117.839047931755,5682.1683742424175,8333.846948888879,2272.867349696967,6060.979599191912,18623.166824319018
Salem,3496.2422280666046,8223.43198588068,6796.965390039385,0.32,0.36,0.16,0.36,0.09,0.18,0.06,0.14,0.66,2631.4982354818176,2960.4355149170447,559.3987564906568,1258.6472021039776,740.1088787292612,1480.2177574585223,493.40591915284074,1151.2804780232952,4485.997157425994
Stoneham,5668.498549470863,13414.037051554917,10886.73042765706,0.2,0.12,0.09,0.26,0.04,0.17,0.08,0.11,0.69,2682.8074103109834,1609.6844461865899,510.1648694523776,1473.8096228624242,536.5614820621967,2280.386298764336,1073.1229641243933,1475.544075671041,7511.843995083371
Watertown,7751.726411714125,20876.779681247535,18677.4466849644,0.38,0.15,0.2,0.22,0.07,0.1,0.05,0.09,0.65,7933.176278874063,3131.5169521871303,1550.3452823428252,1705.3798105771075,1461.3745776873277,2087.6779681247535,1043.8389840623768,1878.9101713122782,12140.340345226861
