PROJIS,GEOID,area_fraction
S13385,250173411021,0.557981532058856
S13385,250173411022,0.018378883577152
S13385,250173412001,0.191200715698391
S13385,250173413011,0.428692820039503
S13385,250173413012,1.000041970467364
S13385,250173413013,0.847691139778597
S13385,250173413014,0.453432342181340
S13385,250173413021,0.034351426377036
S13385,250173414001,0.037053810894838
S13385,250173414004,0.026393796397367
S13385,250173415001,0.015755858492763
S13385,250173415005,0.003367582211110
S13385,250173416005,0.335738915307957
S13386,250214001001,0.129887256541490
S13386,250214001002,0.163337568163958
S13386,250214001003,0.656700606777372
S13386,250214001005,0.145432344284424
S13386,250214004021,0.034130329719987
S13386,250214004011,0.046704610485268
S13386,250214004012,0.519504393618398
S13386,250214004022,0.042173208154272
S13386,250214005004,0.395320338410046
S13386,250214006001,0.626319837801969
S13386,250214006003,0.383060032607926
S13386,250214007001,0.031569546855249
S13386,250214008001,0.009212779704520
S13386,250214008003,0.227371847266287
S13386,250214008004,0.636048291665318
S13386,250214011001,0.118005484073703
S13386,250214011003,0.000330200950305
S13386,250250102042,0.000003142647041
S13386,250250005021,0.382117991732124
S13386,250250005061,0.023182092740665
S13386,250250005062,0.699638661981988
S13387,250214001001,0.067494663840210
S13387,250214001002,0.017892583797647
S13387,250214001004,0.293642434910658
S13387,250214001005,0.006700422429169
S13387,250214002011,0.573505945038941
S13387,250214003001,0.212778328072040
S13387,250214003002,0.387079425197653
S13387,250214003003,0.747017986950713
S13387,250214004021,0.437963999158013
S13387,250214004011,0.185554275529039
S13387,250214004012,0.048166866036955
S13387,250214005001,0.101865179148517
S13387,250214005002,0.384841257375702
S13387,250214005003,0.272876379814775
S13387,250214006001,0.024135870325876
S13387,250214006003,0.001002555568183
S13387,250214006004,0.016488019781825
S13387,250214007001,0.177980044667751
S13387,250214007002,0.502101293251179
S13387,250214008001,0.014313134411159
S13387,250214008002,0.013787192974542
S13387,250214008003,0.219642927682778
S13387,250214009001,0.224848448649210
S13387,250214009002,0.528056522334824
S13387,250214009003,0.450579261787878
S13387,250214010001,0.177193132103717
S13387,250214010002,0.084178316886277
S13387,250214012011,0.116350120099176
S13387,250214012012,0.227504527048141
S13387,250214012014,0.163935480970540
S13387,250250007042,0.119408390435327
S13387,250250007031,0.019123224914222
S13387,250250007043,0.226780985569342
S13387,250250101031,0.041380680283519
S13387,250250101033,0.007431167138955
S13387,250250102041,0.570149028554722
S13387,250250102042,0.801064651627582
S13387,250250102043,0.315569703914932
S13386,250214001002,0.300432245727670
S13387,250214001002,0.300432245727670
S13386,250214001003,0.011974093979713
S13387,250214001003,0.011974093979713
S13386,250214001004,0.213786648538975
S13387,250214001004,0.213786648538975
S13386,250214001005,0.082175914685819
S13387,250214001005,0.082175914685819
S13386,250214002011,0.042008027402794
S13387,250214002011,0.042008027402794
S13386,250214004021,0.147182339906524
S13387,250214004021,0.147182339906524
S13386,250214004011,0.211089240156487
S13387,250214004011,0.211089240156487
S13386,250214004012,0.249854121116965
S13387,250214004012,0.249854121116965
S13386,250214005002,0.031044926290699
S13387,250214005002,0.031044926290699
S13386,250214005003,0.046821655991562
S13387,250214005003,0.046821655991562
S13386,250214005004,0.119281667252460
S13387,250214005004,0.119281667252460
S13386,250214008001,0.061377532585053
S13387,250214008001,0.061377532585053
S13386,250214008003,0.522064444784249
S13387,250214008003,0.522064444784249
S13386,250214008004,0.004242599792295
S13387,250214008004,0.004242599792295
S13386,250250102042,0.027410639301725
S13387,250250102042,0.027410639301725
