PROJIS,GEOID,area_fraction
PROJIS,,2.131780314374882
PROJIS,250173567044,0.229551048741502
PROJIS,250214132011,0.598024680845712
PROJIS,250214132013,0.030406115484309
PROJIS,250214132021,0.012724486792616
PROJIS,250214131007,0.071498380055772
PROJIS,250235011011,0.211706680519395
PROJIS,250235011012,0.364530519481435
PROJIS,250235011013,0.527312316792631
PROJIS,250235011021,0.101117391868075
PROJIS,250235011022,0.186866927501266
PROJIS,250235011023,0.062158293285099
PROJIS,250250404012,1.000051965313054
PROJIS,250250406001,0.923697323481306
PROJIS,250250406002,0.990423466278571
PROJIS,250250408013,0.122444642235062
PROJIS,250250810015,0.155468317872807
PROJIS,250173586002,0.050825887447934
PROJIS,250173586004,0.363281916657146
PROJIS,250173586005,0.683015952264290
PROJIS,250173586006,0.084278897035121
PROJIS,250173587001,0.338196998520319
PROJIS,250173587002,0.070697039389065
PROJIS,250173332001,0.138807261776002
PROJIS,250173332002,0.630481316079482
PROJIS,250173332003,0.901369833120719
PROJIS,250173332004,0.023534165094428
PROJIS,250173333001,0.876562370118548
PROJIS,250173333002,0.300125270780563
PROJIS,250173333003,0.094236761708311
PROJIS,250173334004,0.088441170833522
PROJIS,250173335012,0.018612804376701
PROJIS,250173335021,0.380119193839839
PROJIS,250173335022,0.339784918307207
PROJIS,250259815011,0.068129287309978
PROJIS,250259818001,0.413200244194241
PROJIS,250214001002,0.800847683423881
PROJIS,250214001004,0.246023433852502
PROJIS,250214001005,0.005831125140190
PROJIS,250173564006,0.389214488076456
PROJIS,250173564003,0.337874226414908
PROJIS,250173564004,0.235347731278811
PROJIS,250173564005,0.739188989630876
PROJIS,250173564007,0.999964177697125
PROJIS,250173564008,0.927626391029273
PROJIS,250173566011,0.127905060825010
PROJIS,250173566013,0.096996143861961
PROJIS,250173566014,0.839626284285184
PROJIS,250173566015,0.541584644849686
PROJIS,250173566021,0.000250803109984
PROJIS,250173567031,0.001774183821847
PROJIS,250173567041,0.104802993230099
PROJIS,250173424011,0.008788630432252
PROJIS,250173424012,0.247336252112895
PROJIS,250173398042,0.014069616360109
PROJIS,250173398031,0.741908362566908
PROJIS,250173398032,0.263127075864202
PROJIS,250173398041,0.522796169730879
PROJIS,250173564002,0.002831163716109
PROJIS,250251603002,0.012314343643185
PROJIS,250251604002,0.212287881336653
PROJIS,250173514031,0.988015493915946
PROJIS,250173514032,0.001774575545260
PROJIS,250173514033,0.257551128561568
PROJIS,250173514035,0.747549662709507
PROJIS,250173514041,0.217649493896022
PROJIS,250173831011,0.407674892651445
PROJIS,250173831012,0.349722391337602
PROJIS,250173831021,0.176362261076227
PROJIS,250173832001,0.530767693720139
PROJIS,250173832002,0.000108731847172
PROJIS,250173832003,0.301973433189400
PROJIS,250173832004,0.018254137448357
PROJIS,250173833001,0.419724933509835
PROJIS,250173834011,0.981830726210068
PROJIS,250173834012,0.216035857647607
PROJIS,250173834022,0.089612771657659
PROJIS,250173521013,0.666860851184287
PROJIS,250173515004,0.056876246577320
PROJIS,250173521011,0.910772612926313
PROJIS,250173521012,0.922684406100933
PROJIS,250173521021,0.065435393338357
PROJIS,250214123003,0.310496030094537
PROJIS,250214123004,0.059873489181670
PROJIS,250214131001,0.396746357458382
PROJIS,250173424023,0.035619680192346
PROJIS,250173424021,0.443290519052964
PROJIS,250173424024,0.753845831858733
PROJIS,250173425012,0.029738397405014
PROJIS,250173501051,0.936218791705527
PROJIS,250173501061,0.476322459168042
PROJIS,250173501071,0.259630292662569
PROJIS,250173501091,0.022828416943915
PROJIS,250250101031,0.237087148708764
PROJIS,250250101032,0.331050602616447
PROJIS,250250101033,0.000376227401110
PROJIS,250250101041,1.000146448659914
PROJIS,250250101042,0.999753869271891
PROJIS,250250101043,0.993396685932961
PROJIS,250250102041,0.999978034500989
PROJIS,250250102042,1.000072380786658
PROJIS,250250102043,0.995701521208669
PROJIS,250250102051,1.000002934427574
PROJIS,250250102052,1.000086571262803
PROJIS,250250102053,1.000117067042414
PROJIS,250250102054,1.000095449809147
PROJIS,250173398021,0.218939507521749
PROJIS,250173398024,0.374104609438417
PROJIS,250250203041,0.477526590296723
PROJIS,250250203051,0.359899524836463
PROJIS,250250301001,0.072888205332419
PROJIS,250250301002,0.514390417551258
PROJIS,250250302002,0.096021753799224
