TotalPop_MPO,MinPop_MPO,NonMinPop_MPO,low_inc_pop_MPO,lep_pop_MPO,disab_pop_MPO,youth_pop_MPO,elderly_pop_MPO
3357194,1223835,2133359,626191,362679,338651,634486,234814
