TotalPop_MPO,MinPop_MPO,NonMinPop_MPO,low_inc_pop_MPO,lep_pop_MPO,disab_pop_MPO,youth_pop_MPO,elderly_pop_MPO
3357194,3287830,69364,626191,362679,338651,132520818,731709509
